referrer,views_total,views_unique
github.com,79,14
statics.teams.cdn.office.net,28,2
lfnetworking.org,22,1
medium.com,18,6
wiki.lfnetworking.org,14,2
Google,10,4
Bing,6,2
jiradc2.ext.net.nokia.com,4,1
opensource.com,3,2
