time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-02 00:00:00+00:00,6,5,16.0,1.0
2023-12-03 00:00:00+00:00,3,2,,
2023-12-04 00:00:00+00:00,5,3,23.0,2.0
2023-12-05 00:00:00+00:00,7,4,38.0,4.0
2023-12-06 00:00:00+00:00,9,8,191.0,13.0
2023-12-07 00:00:00+00:00,8,3,97.0,8.0
2023-12-08 00:00:00+00:00,3,2,33.0,6.0
2023-12-09 00:00:00+00:00,7,5,,
2023-12-10 00:00:00+00:00,3,2,,
2023-12-11 00:00:00+00:00,9,3,143.0,7.0
2023-12-12 00:00:00+00:00,7,4,2.0,1.0
2023-12-13 00:00:00+00:00,3,2,30.0,5.0
2023-12-14 00:00:00+00:00,3,2,11.0,4.0
2023-12-15 00:00:00+00:00,3,2,14.0,1.0
