time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,24,18,0,0
2026-06-06 00:00:00+00:00,16,9,0,0
2026-06-07 00:00:00+00:00,4,2,0,0
2026-06-08 00:00:00+00:00,2,1,1,1
2026-06-09 00:00:00+00:00,9,6,8,1
2026-06-10 00:00:00+00:00,13,11,0,0
2026-06-11 00:00:00+00:00,2,1,0,0
2026-06-12 00:00:00+00:00,4,2,0,0
2026-06-13 00:00:00+00:00,10,9,0,0
2026-06-14 00:00:00+00:00,8,5,0,0
2026-06-15 00:00:00+00:00,3,2,1,1
2026-06-16 00:00:00+00:00,5,3,2,2
2026-06-17 00:00:00+00:00,49,29,23,2
2026-06-18 00:00:00+00:00,3,2,0,0
