referrer,views_total,views_unique
github.com,74,6
l3af.io,46,3
medium.com,20,1
lf-networking.atlassian.net,10,2
lfnetworking.org,5,1
okg-block.sg.larksuite.com,5,1
Google,3,1
excel.officeapps.live.com,1,1
