time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-06 00:00:00+00:00,4,4,25,5
2023-03-07 00:00:00+00:00,19,11,74,7
2023-03-08 00:00:00+00:00,34,3,68,10
2023-03-09 00:00:00+00:00,8,4,25,6
2023-03-10 00:00:00+00:00,29,2,102,12
2023-03-11 00:00:00+00:00,5,4,31,4
2023-03-12 00:00:00+00:00,1,1,7,2
2023-03-13 00:00:00+00:00,5,4,3,3
2023-03-14 00:00:00+00:00,5,3,7,1
2023-03-15 00:00:00+00:00,13,6,114,16
2023-03-16 00:00:00+00:00,25,3,85,9
2023-03-17 00:00:00+00:00,3,2,9,3
2023-03-18 00:00:00+00:00,5,4,9,3
2023-03-19 00:00:00+00:00,3,3,11,5
