referrer,views_total,views_unique
medium.com,78,7
github.com,60,5
l3af.io,58,2
Google,45,7
Bing,21,1
wiki.lfnetworking.org,14,3
opensource.com,13,2
lfnetworking.org,10,1
ppc-word-edit.officeapps.live.com,4,2
DuckDuckGo,1,1
