referrer,views_total,views_unique
l3af.io,15,4
Google,11,3
medium.com,10,2
github.com,9,3
lfnetworking.org,5,1
confluence.walmart.com,4,1
opensource.com,4,1
astconfluence.ris.ray.com,2,1
