time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-05 00:00:00+00:00,,,25,5
2025-03-06 00:00:00+00:00,1.0,1.0,3,3
2025-03-07 00:00:00+00:00,,,1,1
2025-03-08 00:00:00+00:00,4.0,4.0,4,1
2025-03-09 00:00:00+00:00,1.0,1.0,20,3
2025-03-10 00:00:00+00:00,,,18,5
2025-03-11 00:00:00+00:00,2.0,2.0,10,3
2025-03-12 00:00:00+00:00,1.0,1.0,20,5
2025-03-13 00:00:00+00:00,,,15,7
2025-03-14 00:00:00+00:00,1.0,1.0,7,4
2025-03-15 00:00:00+00:00,3.0,3.0,2,2
2025-03-16 00:00:00+00:00,,,8,2
2025-03-17 00:00:00+00:00,12.0,4.0,74,10
2025-03-18 00:00:00+00:00,8.0,4.0,14,3
