referrer,views_total,views_unique
l3af.io,50,7
github.com,48,8
Google,39,2
lfnetworking.org,6,3
lf-networking.atlassian.net,5,1
medium.com,3,1
confluence.walmart.com,2,1
excel.officeapps.live.com,1,1
