time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-27 00:00:00+00:00,2,1,1,1
2026-02-28 00:00:00+00:00,6,5,4,2
2026-03-01 00:00:00+00:00,2,1,2,2
2026-03-02 00:00:00+00:00,3,2,5,3
2026-03-03 00:00:00+00:00,5,4,10,2
2026-03-04 00:00:00+00:00,4,4,4,2
2026-03-05 00:00:00+00:00,3,2,14,5
2026-03-06 00:00:00+00:00,2,1,8,4
2026-03-07 00:00:00+00:00,5,4,6,2
2026-03-08 00:00:00+00:00,3,2,0,0
2026-03-09 00:00:00+00:00,22,21,3,1
2026-03-10 00:00:00+00:00,12,10,0,0
2026-03-11 00:00:00+00:00,26,24,1,1
2026-03-12 00:00:00+00:00,26,25,13,1
