time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-23 00:00:00+00:00,8,7,9,2
2023-09-24 00:00:00+00:00,18,8,1,1
2023-09-25 00:00:00+00:00,12,10,152,7
2023-09-26 00:00:00+00:00,21,18,51,5
2023-09-27 00:00:00+00:00,45,5,65,6
2023-09-28 00:00:00+00:00,40,18,80,2
2023-09-29 00:00:00+00:00,3,2,75,5
2023-09-30 00:00:00+00:00,3,2,31,2
2023-10-01 00:00:00+00:00,4,3,42,2
2023-10-02 00:00:00+00:00,35,4,43,2
2023-10-03 00:00:00+00:00,4,3,82,9
2023-10-04 00:00:00+00:00,54,8,73,6
2023-10-05 00:00:00+00:00,3,2,16,5
2023-10-06 00:00:00+00:00,5,4,51,3
