time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-21 00:00:00+00:00,,,19,4
2025-01-22 00:00:00+00:00,,,6,1
2025-01-23 00:00:00+00:00,,,7,1
2025-01-24 00:00:00+00:00,,,11,4
2025-01-25 00:00:00+00:00,,,4,2
2025-01-26 00:00:00+00:00,,,6,2
2025-01-27 00:00:00+00:00,,,14,5
2025-01-28 00:00:00+00:00,,,2,2
2025-01-29 00:00:00+00:00,,,16,4
2025-01-30 00:00:00+00:00,1.0,1.0,4,2
2025-01-31 00:00:00+00:00,7.0,7.0,15,3
2025-02-01 00:00:00+00:00,3.0,3.0,16,2
2025-02-02 00:00:00+00:00,1.0,1.0,13,3
2025-02-03 00:00:00+00:00,3.0,3.0,65,6
