referrer,views_total,views_unique
Google,18,5
github.com,7,3
opensource.com,3,1
l3af.io,2,2
devops.sdsdev.co.kr,2,2
jira.i.extrahop.com,1,1
DuckDuckGo,1,1
gemini.google.com,1,1
medium.com,1,1
