time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-05 00:00:00+00:00,3,2,41,8
2023-06-06 00:00:00+00:00,3,2,40,6
2023-06-07 00:00:00+00:00,3,2,5,3
2023-06-08 00:00:00+00:00,6,5,10,5
2023-06-09 00:00:00+00:00,4,2,37,2
2023-06-10 00:00:00+00:00,4,3,1,1
2023-06-11 00:00:00+00:00,5,4,23,4
2023-06-12 00:00:00+00:00,8,5,30,9
2023-06-13 00:00:00+00:00,5,4,55,13
2023-06-14 00:00:00+00:00,3,2,35,5
2023-06-15 00:00:00+00:00,7,5,22,7
2023-06-16 00:00:00+00:00,8,4,47,4
2023-06-17 00:00:00+00:00,5,4,18,6
2023-06-18 00:00:00+00:00,8,4,28,1
