time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-16 00:00:00+00:00,13,5,35,4
2023-08-17 00:00:00+00:00,19,4,72,7
2023-08-18 00:00:00+00:00,6,5,55,6
2023-08-19 00:00:00+00:00,3,2,6,1
2023-08-20 00:00:00+00:00,3,2,17,2
2023-08-21 00:00:00+00:00,11,6,20,6
2023-08-22 00:00:00+00:00,22,8,101,10
2023-08-23 00:00:00+00:00,6,5,91,8
2023-08-24 00:00:00+00:00,9,5,289,16
2023-08-25 00:00:00+00:00,8,4,61,5
2023-08-26 00:00:00+00:00,20,7,11,1
2023-08-27 00:00:00+00:00,4,3,44,3
2023-08-28 00:00:00+00:00,7,6,55,5
2023-08-29 00:00:00+00:00,32,13,113,9
