time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-10 00:00:00+00:00,3,2,1.0,1.0
2025-11-11 00:00:00+00:00,7,4,1.0,1.0
2025-11-12 00:00:00+00:00,6,5,,
2025-11-13 00:00:00+00:00,2,1,1.0,1.0
2025-11-14 00:00:00+00:00,3,1,2.0,1.0
2025-11-15 00:00:00+00:00,10,9,2.0,1.0
2025-11-16 00:00:00+00:00,3,1,2.0,1.0
2025-11-17 00:00:00+00:00,2,1,36.0,9.0
2025-11-18 00:00:00+00:00,2,1,11.0,2.0
2025-11-19 00:00:00+00:00,15,13,17.0,4.0
2025-11-20 00:00:00+00:00,7,5,3.0,1.0
2025-11-21 00:00:00+00:00,12,11,24.0,4.0
2025-11-22 00:00:00+00:00,9,7,5.0,2.0
2025-11-23 00:00:00+00:00,3,2,1.0,1.0
