time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-13 00:00:00+00:00,4,2,7,2
2026-03-14 00:00:00+00:00,15,14,2,1
2026-03-15 00:00:00+00:00,6,5,0,0
2026-03-16 00:00:00+00:00,4,3,0,0
2026-03-17 00:00:00+00:00,4,3,1,1
2026-03-18 00:00:00+00:00,15,15,9,3
2026-03-19 00:00:00+00:00,3,2,33,2
2026-03-20 00:00:00+00:00,2,1,2,1
2026-03-21 00:00:00+00:00,8,8,6,2
2026-03-22 00:00:00+00:00,1,1,1,1
2026-03-23 00:00:00+00:00,2,1,0,0
2026-03-24 00:00:00+00:00,2,2,2,1
2026-03-25 00:00:00+00:00,8,7,0,0
2026-03-26 00:00:00+00:00,4,4,20,2
