time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-28 00:00:00+00:00,2,2,17.0,5.0
2024-03-29 00:00:00+00:00,1,1,4.0,2.0
2024-03-30 00:00:00+00:00,3,3,7.0,1.0
2024-03-31 00:00:00+00:00,13,4,7.0,2.0
2024-04-01 00:00:00+00:00,7,2,34.0,3.0
2024-04-02 00:00:00+00:00,9,8,1.0,1.0
2024-04-03 00:00:00+00:00,7,7,30.0,3.0
2024-04-04 00:00:00+00:00,3,3,2.0,1.0
2024-04-05 00:00:00+00:00,3,3,33.0,4.0
2024-04-06 00:00:00+00:00,2,2,,
2024-04-07 00:00:00+00:00,6,3,10.0,3.0
2024-04-08 00:00:00+00:00,7,6,171.0,8.0
2024-04-09 00:00:00+00:00,2,2,69.0,5.0
2024-04-10 00:00:00+00:00,2,2,40.0,7.0
