time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-16 00:00:00+00:00,6,4,4,3
2024-01-17 00:00:00+00:00,8,7,8,1
2024-01-18 00:00:00+00:00,1,1,2,1
2024-01-19 00:00:00+00:00,3,3,23,3
2024-01-20 00:00:00+00:00,2,2,34,4
2024-01-21 00:00:00+00:00,1,1,4,1
2024-01-22 00:00:00+00:00,2,2,55,5
2024-01-23 00:00:00+00:00,12,3,15,2
2024-01-24 00:00:00+00:00,1,1,5,2
2024-01-25 00:00:00+00:00,2,1,61,5
2024-01-26 00:00:00+00:00,16,7,78,4
2024-01-27 00:00:00+00:00,2,2,27,4
2024-01-28 00:00:00+00:00,3,3,50,3
2024-01-29 00:00:00+00:00,16,5,49,8
