referrer,views_total,views_unique
github.com,97,17
Google,76,6
medium.com,41,6
wiki.lfnetworking.org,16,2
l3af.io,10,2
opensource.com,7,3
statics.teams.cdn.office.net,6,2
jiradc2.ext.net.nokia.com,4,1
Bing,3,1
