time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,7,7,,
2025-10-19 00:00:00+00:00,1,1,9.0,1.0
2025-10-20 00:00:00+00:00,7,7,22.0,4.0
2025-10-21 00:00:00+00:00,8,8,3.0,3.0
2025-10-22 00:00:00+00:00,5,5,12.0,2.0
2025-10-23 00:00:00+00:00,4,2,,
2025-10-24 00:00:00+00:00,5,5,11.0,3.0
2025-10-25 00:00:00+00:00,5,5,13.0,3.0
2025-10-26 00:00:00+00:00,1,1,14.0,1.0
2025-10-27 00:00:00+00:00,1,1,4.0,2.0
2025-10-28 00:00:00+00:00,7,5,,
2025-10-29 00:00:00+00:00,4,1,2.0,1.0
2025-10-30 00:00:00+00:00,7,3,10.0,3.0
2025-10-31 00:00:00+00:00,6,2,37.0,3.0
