referrer,views_total,views_unique
github.com,145,11
medium.com,130,37
l3af.io,32,9
Bing,28,1
linkedin.com,27,4
Google,15,3
opensource.com,11,4
statics.teams.cdn.office.net,4,1
wiki.lfnetworking.org,2,2
malware.news,2,1
