referrer,views_total,views_unique
github.com,101,16
statics.teams.cdn.office.net,24,1
lfnetworking.org,22,1
medium.com,10,6
wiki.lfnetworking.org,10,2
Google,5,2
jiradc2.ext.net.nokia.com,4,1
Bing,3,1
opensource.com,2,1
