time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-16 00:00:00+00:00,3,2,57,5
2024-03-17 00:00:00+00:00,1,1,7,2
2024-03-18 00:00:00+00:00,16,5,65,8
2024-03-19 00:00:00+00:00,38,16,73,12
2024-03-20 00:00:00+00:00,20,8,68,7
2024-03-21 00:00:00+00:00,4,3,18,2
2024-03-22 00:00:00+00:00,2,2,1,1
2024-03-23 00:00:00+00:00,3,3,8,1
2024-03-24 00:00:00+00:00,3,2,1,1
2024-03-25 00:00:00+00:00,4,3,81,7
2024-03-26 00:00:00+00:00,2,2,66,7
2024-03-27 00:00:00+00:00,27,8,46,5
2024-03-28 00:00:00+00:00,2,2,17,5
2024-03-29 00:00:00+00:00,1,1,4,2
