referrer,views_total,views_unique
github.com,101,10
l3af.io,59,6
wiki.lfnetworking.org,35,6
lfnetworking.org,30,2
Google,11,2
linkedin.com,5,1
opensource.com,2,1
medium.com,2,1
DuckDuckGo,1,1
