time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-28 00:00:00+00:00,1,1,,
2024-04-29 00:00:00+00:00,2,2,3.0,1.0
2024-04-30 00:00:00+00:00,1,1,41.0,3.0
2024-05-01 00:00:00+00:00,5,3,36.0,3.0
2024-05-02 00:00:00+00:00,4,3,49.0,3.0
2024-05-03 00:00:00+00:00,1,1,1.0,1.0
2024-05-04 00:00:00+00:00,4,4,,
2024-05-05 00:00:00+00:00,2,2,16.0,3.0
2024-05-06 00:00:00+00:00,5,3,76.0,4.0
2024-05-07 00:00:00+00:00,2,2,29.0,6.0
2024-05-08 00:00:00+00:00,12,9,70.0,9.0
2024-05-09 00:00:00+00:00,2,2,2.0,1.0
2024-05-10 00:00:00+00:00,1,1,13.0,3.0
2024-05-11 00:00:00+00:00,4,4,17.0,4.0
