time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-03 00:00:00+00:00,1,1,9.0,2.0
2024-03-04 00:00:00+00:00,1,1,,
2024-03-05 00:00:00+00:00,4,4,26.0,4.0
2024-03-06 00:00:00+00:00,10,10,56.0,7.0
2024-03-07 00:00:00+00:00,2,2,47.0,3.0
2024-03-08 00:00:00+00:00,7,6,47.0,7.0
2024-03-09 00:00:00+00:00,3,3,13.0,2.0
2024-03-10 00:00:00+00:00,3,3,3.0,1.0
2024-03-11 00:00:00+00:00,5,5,23.0,3.0
2024-03-12 00:00:00+00:00,43,14,101.0,9.0
2024-03-13 00:00:00+00:00,2,2,50.0,6.0
2024-03-14 00:00:00+00:00,1,1,24.0,6.0
2024-03-15 00:00:00+00:00,5,3,10.0,3.0
2024-03-16 00:00:00+00:00,2,2,57.0,5.0
