referrer,views_total,views_unique
github.com,57,5
l3af.io,45,1
medium.com,41,3
Google,26,6
opensource.com,13,2
wiki.lfnetworking.org,11,2
lfnetworking.org,8,1
Bing,7,1
statics.teams.cdn.office.net,6,1
ppc-word-edit.officeapps.live.com,2,1
