time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-30 00:00:00+00:00,3,2,6,3
2023-05-01 00:00:00+00:00,4,2,9,3
2023-05-02 00:00:00+00:00,3,2,40,9
2023-05-03 00:00:00+00:00,5,3,48,9
2023-05-04 00:00:00+00:00,3,2,48,11
2023-05-05 00:00:00+00:00,5,3,46,8
2023-05-06 00:00:00+00:00,8,7,38,11
2023-05-07 00:00:00+00:00,5,4,35,9
2023-05-08 00:00:00+00:00,16,5,129,16
2023-05-09 00:00:00+00:00,25,6,180,13
2023-05-10 00:00:00+00:00,7,6,58,15
2023-05-11 00:00:00+00:00,5,4,31,7
2023-05-12 00:00:00+00:00,12,6,147,16
2023-05-13 00:00:00+00:00,4,3,33,4
